last_name, first_name,player_id,year,player_age,ff_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,
Strahm, Matt,621381,2019,28,91.4,86,84.3,80.2,
Stumpf, Daniel,621385,2019,28,92.2,81.3,85.9,,
Blach, Ty,621389,2019,29,,81.9,79.9,77.1,
Olson, Tyler,621397,2019,30,87,,81.5,73.5,
Young, Alex,622065,2019,26,89.8,,84.5,81.5,
Wood, Alex,622072,2019,28,90,,83.6,81.4,
Almonte, Yency,622075,2019,25,95.7,85.8,89,,
Zimmer, Kyle,622092,2019,28,96.4,85.2,87.9,79.7,
Reyes Jr., Gerardo,622103,2019,26,96.9,88.1,,82.3,
Staumont, Josh,622251,2019,26,95.9,,,81.6,
Tate, Dillon,622253,2019,25,93.6,85.1,84.7,84,
Wingenter, Trey,622259,2019,25,95.9,85.8,,,
Rodriguez, Jefry,622446,2019,26,93.9,,87.8,80.9,
Castillo, Luis,622491,2019,27,96.4,85.9,87.2,,
Alcantara, Victor,622505,2019,26,,89.2,88.2,,
Dominguez, Seranthony,622554,2019,25,97.3,89.6,91.1,,
Senzatela, Antonio,622608,2019,24,93.7,84.4,87,78.8,
Hernandez, Elieser,622694,2019,24,90.6,78.5,82.2,,
Cordero, Jimmy,622772,2019,28,97.4,83.5,88.5,,
Tinoco, Jesus,622786,2019,24,94.5,87.7,,82.5,
Payano, Pedro,622797,2019,25,,84.2,83.2,79.8,
Romero, Fernando,622864,2019,25,96.6,87.3,92.2,,
Sewald, Paul,623149,2019,29,91,81.8,81.2,,
Flexen, Chris,623167,2019,25,94.3,,83.6,78.1,
Oberg, Scott,623184,2019,29,94.3,85.6,87.9,,
Hader, Josh,623352,2019,25,95.5,81.9,86.8,,
Wieck, Brad,623364,2019,28,93.7,84.1,,74.8,
Pannone, Thomas,623381,2019,25,89.7,84.4,83.4,73.7,
Dull, Ryan,623430,2019,30,91.1,82.8,85.8,,
Anderson, Nick,623433,2019,29,96,,,83.1,
Phillips, Evan,623465,2019,25,94.1,84.6,85.6,,
Newberry, Jake,623470,2019,25,93.8,83.6,87,,
Wang, Wei-Chung,623913,2019,27,91.4,84.1,83.6,76.8,
Suarez, Ranger,624133,2019,24,92.9,84.9,84.9,,
Lopez, Reynaldo,625643,2019,25,95.4,84.4,84,78.3,
Thorpe, Lewis,626929,2019,24,91.2,84.6,84.2,73.6,
Maeda, Kenta,628317,2019,31,92.1,83.5,,77.1,
Despaigne, Odrisamer,628333,2019,32,93,80.9,78.5,73.1,
Iglesias, Raisel,628452,2019,29,95.4,84.1,89,,
Urias, Julio,628711,2019,23,95.1,84.6,82.2,77.3,
Chirinos, Yonny,630023,2019,26,94.3,87.5,,,
Manaea, Sean,640455,2019,27,,79.3,81,,
Stewart, Kohl,640464,2019,25,91.9,84.7,85,77.3,
Alzolay, Adbert,640470,2019,24,94.3,79.7,85.2,,
Parsons, Wes,641149,2019,27,94.1,85.9,87.1,,
Lopez, Pablo,641154,2019,23,93.6,,85.7,79.8,
Alexander, Tyler,641302,2019,25,90.6,85.3,84.1,81,
Anderson, Shaun,641312,2019,25,92.6,86.3,86,77.8,
Bashlor, Tyler,641341,2019,26,95.6,82.2,87.4,,
Cortes Jr., Nestor,641482,2019,25,89.6,81.5,82.4,71.2,
Duplantier, Jon,641541,2019,25,92.2,83.4,84,78.4,
Fillmyer, Heath,641571,2019,25,92.2,83.3,86.2,78.6,
Gott, Trevor,641627,2019,27,94.7,86,89,81.1,
Hudson, Dakota,641712,2019,25,93.9,87.4,88.1,81.9,
Jimenez, Joe,641729,2019,24,95.1,86.2,89.2,,
Kay, Anthony,641743,2019,24,93.4,,85.4,78.1,
Keller, Brad,641745,2019,24,93.7,84.9,87.8,,
Kinley, Tyler,641755,2019,28,94.9,88.5,,,
Lauer, Eric,641778,2019,24,91.8,81.6,85.9,77.1,
Littell, Zack,641793,2019,24,93.8,86.4,87.9,74.1,
Mahle, Tyler,641816,2019,25,93.3,,,80.4,
Mayza, Tim,641835,2019,27,93.6,87.8,,,
McCarthy, Kevin,641838,2019,27,90.8,88,83.9,82.9,
McGowin, Kyle,641851,2019,28,91.5,83.5,84.4,79.9,
McKay, David,641853,2019,24,,,,78.4,
Pagan, Emilio,641941,2019,28,95.5,,,80.3,
Rogers, Josh,642028,2019,25,89.4,80.3,82.2,77.8,
Shawaryn, Mike,642067,2019,25,91.8,84.9,84.5,81,
Sherfy, James,642073,2019,28,92.5,78.2,85.5,71.2,
Sparkman, Glenn,642098,2019,27,93.4,82.3,85.7,79,
Trivino, Lou,642152,2019,28,97.4,,87.6,79.8,
Williams, Devin,642207,2019,25,96.4,87.8,85.9,,
Yacabonis, Jimmy,642231,2019,27,93.2,82.7,87,,
Yarbrough, Ryan,642232,2019,28,86.1,,79.5,72.8,
Yardley, Eric,642233,2019,29,86.3,,,72.1,
Soto, Gregory,642397,2019,24,96,85,88.3,,
Loaisiga, Jonathan,642528,2019,25,96.8,,89.6,84.2,
Barria, Jaime,642545,2019,23,91.7,83.9,83.2,,
Hernandez, Jonathan,642546,2019,23,96,88.5,89.7,,
Peralta, Freddy,642547,2019,23,93.6,,89.9,77.2,
Jurado, Ariel,642558,2019,23,93.1,85.3,85.3,80.3,
Rodriguez, Jose,642578,2019,24,93.4,84.6,86.1,80,
Agrazal, Dario,642607,2019,25,90.8,83,85.6,,
Harvey, Joe,642840,2019,27,95.2,87.2,90.8,,
Brault, Steven,643230,2019,27,92.1,81.2,84.3,71.1,
Cimber, Adam,643256,2019,29,85.9,75.4,,,
Fry, Paul,643316,2019,27,90.7,83.9,87.7,,
Godley, Zack,643327,2019,29,91.3,,83.3,81.8,
Green, Chad,643338,2019,28,96.4,87.6,,,
Palumbo Jr., Joe,643478,2019,25,93.9,,87.1,78.9,
Pruitt, Austin,643493,2019,30,91.9,87.4,86.1,81.6,
Rogers, Tyler,643511,2019,29,82.2,72.8,,,
Zeuch, T.J.,643615,2019,24,90.7,83.4,83.1,75.5,
Reininger, Zac,643617,2019,26,94.4,83.8,84.2,80.5,
Webb, Tyler,643778,2019,29,89.9,,79.7,76.7,
Alcantara, Sandy,645261,2019,24,95.6,86,89.1,82,
Soroka, Mike,647336,2019,22,92.9,83.2,81.2,,
Hernandez, Darwinzon,650382,2019,23,95.5,82.7,,76,
Civale, Aaron,650644,2019,24,92,83.6,84.2,75.5,
Quijada, Jose,650671,2019,24,93.3,,85.4,80.2,
Cabrera, Genesis,650893,2019,23,96.4,,88.2,82.7,
Castillo, Diego,650895,2019,25,98.4,88.7,,,
Altavilla, Dan,656186,2019,27,96.6,87.9,,,
Beeks, Jalen,656222,2019,26,92,,87.2,75.1,
Brigham, Jeff,656257,2019,27,96.6,83,,,
Burke, Brock,656271,2019,23,92,84.7,85.2,80.3,
Canning, Griffin,656288,2019,23,93.9,88.9,89.1,82,
Cease, Dylan,656302,2019,24,96.5,84.7,83.1,79.5,
Coonrod, Sam,656322,2019,27,96.6,86.5,88.7,,
Davis, Austin,656354,2019,26,93.8,84.5,84.8,82.6,
Flaherty, Jack,656427,2019,24,94.3,84.8,86.2,78.2,
Ginkel, Kevin,656464,2019,25,93.5,83.5,83.7,,
Hoffman, Jeff,656546,2019,26,93.7,83.7,84.3,77.1,
Holder, Jonathan,656547,2019,26,92.1,80.8,86,,
Keller, Mitch,656605,2019,23,95.4,87.6,91,81.1,
Martin, Brett,656685,2019,24,94,85.1,,80.9,
Martin, Corbin,656686,2019,24,95.3,89,87.3,83.6,
McKay, Brendan,656713,2019,24,93.7,,86.4,81.7,
McRae, Alex,656725,2019,26,92.3,87.2,86.2,80,
Newcomb, Sean,656794,2019,26,94.3,81.4,87.4,78.8,
Reid-Foley, Sean,656887,2019,24,92.5,83.8,85.6,81.1,
Scott, Tanner,656945,2019,25,95.9,88.7,,,
Sheffield, Justus,656954,2019,23,92.8,84.2,87.7,79.4,
Smeltzer, Devin,656970,2019,24,89.1,82.8,82.8,76.8,
Sobotka, Chad,656977,2019,26,96.1,84.8,87.3,,
Swanson, Erik,657024,2019,26,92.7,85.4,85.8,,
Taylor, Josh,657031,2019,26,94.8,87.5,88.6,79.9,
Toussaint, Touki,657053,2019,23,93.7,,,77.5,
Webb, Jacob,657097,2019,26,95.1,,85.8,81.6,
Wright, Kyle,657140,2019,24,94.7,87.1,85.6,80.7,
Yamamoto, Jordan,657141,2019,23,91.5,78.9,83,74.7,
Jewell, Jake,657228,2019,26,94.4,84.8,88.6,,
Webb, Logan,657277,2019,23,93.2,81.9,84.9,,
DuRapau, Montana,657566,2019,27,92.2,,85.3,81.2,
Ferguson, Caleb,657571,2019,23,94.4,,85.8,76.2,
Garrett, Reed,657585,2019,26,95.7,85.2,,,
Hildenberger, Trevor,657610,2019,29,90.8,76.6,76.7,,
Hill, Tim,657612,2019,29,90.4,78,,,
James, Josh,657624,2019,26,97.1,84.5,89,81.6,
Garcia, Edgar,658305,2019,23,93.8,87.1,89.1,,
Fernandez, Junior,658551,2019,22,,86.9,86.1,,
Wilkerson, Aaron,658792,2019,30,89.8,82.7,83.2,74.5,
Lamet, Dinelson,659275,2019,27,95.9,86.2,92.2,85.5,
Armenteros, Rogelio,660494,2019,25,90.9,84.3,82.7,78.8,
Suarez, Jose,660761,2019,21,91.7,81.4,81.7,75.8,
Lopez, Yoan,661255,2019,26,96.2,84.3,91.5,,
Clase, Emmanuel,661403,2019,21,99.5,90.5,,,
Munoz, Andres,662253,2019,20,99.9,86.3,95.7,,
Thornton, Trent,663423,2019,26,92.9,80.5,83.3,73.7,
Rainey, Tanner,663432,2019,27,97.7,87.2,90.4,,
Allard, Kolby,663465,2019,22,92.4,,81.6,77.6,
Allen, Logan,663531,2019,22,92.6,83.5,82.4,76.6,
Lambert, Peter,663567,2019,22,92.7,87.6,85.2,78,
Sandoval, Patrick,663776,2019,23,93,86.6,83.6,78,
Hicks, Jordan,663855,2019,23,100.9,87,91,,
Paddack, Chris,663978,2019,23,93.9,,84.5,76.1,
Lovelady, Richard,663992,2019,24,93.4,87.3,89.3,,
Lakins Sr., Travis,664042,2019,25,93.7,,87.3,81.7,
Eshelman, Thomas,664045,2019,25,85.5,80.8,78.7,76.2,
Stashak, Cody,664054,2019,25,91.7,82.2,85.4,,
Gonsolin, Tony,664062,2019,25,93.6,88,,80.5,
Fairbanks, Pete,664126,2019,26,97.4,89.9,,,
Hartlieb, Geoff,664129,2019,26,96.4,85.2,90.1,,
Gibaut, Ian,664139,2019,26,95.2,87.6,85.7,,
Bergen, Travis,664157,2019,26,90.5,,85.9,78.5,
Hall, Matt,664180,2019,26,90.5,81.7,82.2,76.7,
Lucchesi, Joey,664192,2019,26,,,,78.9,
Anderson, Tanner,664196,2019,26,92.2,84.9,87.5,,
Clarke, Taylor,664199,2019,26,93.7,85.3,86.8,79.3,
Maton III, Phil,664208,2019,26,91,,,77.4,
Valdez, Framber,664285,2019,26,94.2,,88.6,79.4,
Urquidy, Jose,664353,2019,24,93.2,82.8,84.3,79,
Helsley, Ryan,664854,2019,25,97.8,,87.7,80.9,
Adams, Chance,664856,2019,25,91.6,83.4,85.7,79,
Dowdy, Kyle,664871,2019,26,95.2,87.1,85.4,78.1,
Grotz, Zac,665093,2019,26,92.2,87.7,,81.3,
Dugger, Robert,667498,2019,24,90.3,79.1,79.2,72.8,
Plesac, Zach,668676,2019,24,93.9,84.9,85.8,79.4,
Gallen, Zac,668678,2019,24,92.9,,85,79.2,
Wilson, Bryse,669060,2019,22,94.7,86.6,84.9,79.8,
May, Dustin,669160,2019,22,95.7,,86.3,83,
Burnes, Corbin,669203,2019,25,95.2,87.9,90.8,80.9,
Menez, Conner,669214,2019,24,91.2,84.5,82.7,80,
Bieber, Shane,669456,2019,24,93.1,85,87.6,82.7,
Festa, Matthew,670036,2019,26,92.6,86.2,,81.7,
Schreiber, John,670167,2019,25,91.8,,86.3,78.9,
Hammer, JD,670456,2019,25,94.4,84.5,,,
Richards, Trevor,670950,2019,26,90.8,,83.4,78.9,
Bolanos, Ronald,671790,2019,23,94.3,83,86.2,76.4,
Luciano, Elvis,672773,2019,19,94.1,84.4,87.8,,
Baez, Michel,673258,2019,23,96,84.8,86,78.2,
Hirano, Yoshihisa,673633,2019,35,91.1,73.5,,,
Margevicius, Nick,676606,2019,23,88.3,80.2,79,70.8,
Dobnak, Randy,677976,2019,24,93.4,84.1,85.7,,
Wainwright, Adam,425794,2021,40,89,,82.7,73.5,
Greinke, Zack,425844,2021,38,88.9,83.6,86.4,71.2,
Santana, Ervin,429722,2021,39,93.3,84.4,87,,
Kazmir, Scott,431148,2021,37,92.4,87.1,80.5,,
Petit, Yusmeiro,433589,2021,37,87.6,,80.8,74.9,
Kintzler, Brandon,445213,2021,37,92.2,85.4,86.8,,
Jansen, Kenley,445276,2021,34,,82,,,
Chavez, Jesse,445926,2021,38,91.1,82.6,84.6,,
Detwiler, Ross,446321,2021,35,91.9,,85.4,77.3,
Kluber, Corey,446372,2021,35,89.9,,84.7,81.9,
Hill, Rich,448179,2021,41,88.1,77,80.4,71.8,
Doolittle, Sean,448281,2021,35,93.1,84.2,,79.7,
Guerra, Junior,448855,2021,36,92.2,84.2,,80.8,
Morton, Charlie,450203,2021,38,95.5,,86.4,80.6,
Davis, Wade,451584,2021,36,92.7,,84.4,81.9,
Albers, Andrew,452027,2021,36,88.4,78.1,80,68.8,
Lester, Jon,452657,2021,37,88.7,,81.3,72.6,
Kennedy, Ian,453178,2021,37,94.1,,87.1,80.2,
Miller, Andrew,453192,2021,36,87.9,78.1,,,
Watson, Tony,453265,2021,36,92.5,83.1,85.9,,
Bard, Daniel,453268,2021,36,97.5,87.1,89.8,,
LeBlanc, Wade,453281,2021,37,87.5,,79.5,73.3,
Parker, Blake,453284,2021,36,90.7,,,75.8,
Scherzer, Max,453286,2021,37,94.3,85.9,85,76.9,
Melancon, Mark,453343,2021,36,91.7,,,82.2,
Arrieta, Jake,453562,2021,35,,88.3,86.9,80.4,
Martin, Chris,455119,2021,35,94.8,83.5,87.4,,
Price, David,456034,2021,36,92.9,,85.5,76.6,
Cueto, Johnny,456501,2021,35,91.8,84.3,82.7,79.3,
Happ, J.A.,457918,2021,39,91,83,86.1,76.2,
Lindblom, Josh,458676,2021,34,90.3,76.1,84.2,72.9,
Wilson, Justin,458677,2021,34,93.5,81.7,,,
Lynn, Lance,458681,2021,34,94,,87.2,82.1,
Tomlin, Josh,458708,2021,37,88.9,,84.7,76.4,
McGee, Jake,459429,2021,35,94.9,82.4,,,
Clippard, Tyler,461325,2021,36,89,83,78.3,74.5,
Swarzak, Anthony,461872,2021,36,93,85.9,,,
Soria, Joakim,465657,2021,37,92.8,77.7,87.6,70,
Chacin, Jhoulys,468504,2021,33,92.5,88.2,84.6,81.2,
Carrasco, Carlos,471911,2021,34,93.4,87.7,87.3,82.3,
Abad, Fernando,472551,2021,36,91.7,,75.1,76.4,
Garcia, Luis,472610,2021,34,98.3,86,,,
Anderson, Brett,474463,2021,33,88.6,81.7,82.2,76,
Luetge, Lucas,476595,2021,34,90.3,81.3,,74.5,
Kershaw, Clayton,477132,2021,33,90.6,87.1,87,74.2,
Buchter, Ryan,488748,2021,34,90.5,,,76.2,
Miley, Wade,489119,2021,35,89.9,79.2,81.9,74.8,
Romo, Sergio,489265,2021,38,85.6,77,80.2,,
Stammen, Craig,489334,2021,37,91.7,,86.3,80.4,
Valdez, Cesar,491624,2021,36,85.3,76.8,77.9,,
Ottavino, Adam,493603,2021,36,95.5,80.6,88.4,79,
Guerra, Deolis,500610,2021,32,90.7,84.1,81.7,77.1,
Quintana, Jose,500779,2021,32,91.5,,86.7,78.8,
Pineda, Michael,501381,2021,32,90.6,81.2,85.5,,
Alvarez, Jose,501625,2021,32,91.3,81.4,81.2,,
Smith, Joe,501925,2021,37,87.4,77.4,77.4,,
Minor, Mike,501985,2021,34,90.9,85.6,85.2,80.4,
Archer, Chris,502042,2021,33,92,87.2,85.6,,
Gibson, Kyle,502043,2021,34,92.8,83.5,84.8,79.4,
Robertson, David,502085,2021,36,91.8,81.8,,84,
Britton, Zack,502154,2021,34,,80.2,,,
Cobb, Alex,502171,2021,34,93.1,,,83,
Espino, Paolo,502179,2021,34,89,77.6,83.7,71.1,
Boxberger, Brad,502202,2021,33,93.5,88,82.5,,
Cahill, Trevor,502239,2021,33,90.4,,82.3,78.6,
Santiago, Hector,502327,2021,34,90.9,82.3,81.4,75.8,
Miller, Justin,502522,2021,34,92.8,82.9,,,
Anderson, Chase,502624,2021,34,91.5,,81.9,76.9,
Holland, Derek,502706,2021,35,92.8,,85,81.4,
Peralta, Wily,503449,2021,32,93.6,82.6,,,
Dolis, Rafael,503569,2021,33,94.3,86.4,,,
Darvish, Yu,506433,2021,35,94.5,81.6,80.2,75.1,
Colome, Alex,517008,2021,33,93.7,,,,
Alexander, Scott,518397,2021,32,,84.3,86.2,,
Brasier, Ryan,518489,2021,34,95.1,86,,77.2,
Bumgarner, Madison,518516,2021,32,90.4,,83.8,77.8,
Cishek, Steve,518553,2021,35,89.7,77.5,82.3,,
Diekman, Jake,518617,2021,34,95.3,83.3,87.2,,
Duffy, Danny,518633,2021,33,93.7,83.4,85.2,77.3,
Harvey, Matt,518774,2021,32,93.4,86.9,85.3,79.9,
Holland, Greg,518813,2021,36,92.8,85.7,,77.4,
Jones, Nate,518858,2021,35,95.5,87.2,89.4,,
Kelly, Merrill,518876,2021,33,91.7,,87.2,81.3,
Kimbrel, Craig,518886,2021,33,96.5,,,86.1,
McFarland, T.J.,519008,2021,32,,79.5,82.1,,
Moore, Matt,519043,2021,32,92.4,,82.5,80.7,
Nelson, Jimmy,519076,2021,32,93.8,86.5,,85.1,
Pomeranz, Drew,519141,2021,33,93.9,,,84.2,
Pressly, Ryan,519151,2021,33,95.4,90.5,,82,
Sale, Chris,519242,2021,32,93.6,78,86.4,,
Smith, Will,519293,2021,32,92.8,82.2,,77.7,
Strickland, Hunter,519326,2021,33,94.9,83.8,89.1,,
Workman, Brandon,519443,2021,33,91.1,,,78.4,
Hendriks, Liam,521230,2021,32,97.7,89,91.6,85.8,
Kelly, Joe,523260,2021,33,97.5,,86.9,87.1,
Perez, Martin,527048,2021,30,93.4,,84.8,78.7,
Castellanos, Humberto,528748,2021,23,90.4,86.9,84.1,76.2,
Shoemaker, Matt,533167,2021,35,91.6,82.2,,77.3,
Ramirez, Erasmo,541640,2021,31,93,,85.2,81.8,
Cisnero, Jose,542585,2021,32,96.7,88.4,90.8,,
Anderson, Tyler,542881,2021,32,90.6,,80.9,74.3,
Andriese, Matt,542882,2021,32,92,,86,80.1,
Armstrong, Shawn,542888,2021,31,93.9,85.4,,,
Bass, Anthony,542914,2021,34,95.4,85.9,,,
Bleier, Richard,542947,2021,34,90.5,78.9,83.1,,
Brach, Brad,542960,2021,35,93.5,83.6,86.1,,
Chatwood, Tyler,543022,2021,32,95.8,,87.3,81,
Cole, Gerrit,543037,2021,31,97.7,88.4,89.8,83.4,
Conley, Adam,543045,2021,31,95.7,86.5,84,82.5,
Coulombe, Danny,543056,2021,32,90.4,84.5,,78.4,
DeSclafani, Anthony,543101,2021,31,94.1,87.9,88.2,83,
Eovaldi, Nathan,543135,2021,31,96.8,85.8,,78.5,
Gray, Sonny,543243,2021,32,92.3,82,88.1,79.3,
Hand, Brad,543272,2021,31,92.9,80.1,,78.1,
Hendricks, Kyle,543294,2021,32,87.3,,80,73.2,
Hudson, Daniel,543339,2021,34,97,88.2,87.8,,
Jackson, Jay,543351,2021,34,94.8,84.9,89.5,,
Lyles, Jordan,543475,2021,31,93,83.3,86.4,80.3,
May, Trevor,543507,2021,32,96.5,84,87,,
McHugh, Collin,543521,2021,34,90.6,79.5,85.8,74.3,
Milone, Tommy,543548,2021,34,84.2,77.7,76.5,73,
Nolin, Sean,543594,2021,32,90.7,,80.5,74,
Odorizzi, Jake,543606,2021,31,92.2,83.1,,73.5,
Shaw, Bryan,543766,2021,34,94.7,84.1,83.1,82.4,
Familia, Jeurys,544727,2021,32,97.2,89.2,,,
Strasburg, Stephen,544931,2021,33,91.9,,86.4,79.4,
Bauer, Trevor,545333,2021,30,93.9,80.8,88.1,79.6,
Head, Louis,545343,2021,31,93.7,82.3,89.8,,
Poteet, Cody,547001,2021,27,93.6,85.6,86.8,79.2,
Lorenzen, Michael,547179,2021,29,96.7,85.3,87.2,82.4,
Kim, Kwang Hyun,547942,2021,33,89.1,83.5,80.4,69.6,
Ryu, Hyun Jin,547943,2021,34,90,79.8,79.9,73.9,
Chapman, Aroldis,547973,2021,33,98.3,85.1,,,
Raley, Brooks,548384,2021,33,90.9,81.8,85.8,79,
Stripling, Ross,548389,2021,32,91.9,87.1,83.1,78,
Kittredge, Andrew,552640,2021,31,94.6,88.9,89.7,,
Garcia, Yimi,554340,2021,31,96,90.4,88.6,83.6,
Wheeler, Zack,554430,2021,31,97.2,91.5,90.6,81.5,
Matzek, Tyler,554431,2021,31,96,84.7,,80.8,
Rodriguez, Joely,570257,2021,30,94,85.7,88.4,,
Valdez, Phillips,570488,2021,30,92.7,83,85.3,,
Urena, Jose,570632,2021,30,94.2,85.3,89.7,,
Robles, Hansel,570663,2021,31,96.7,90.2,89.3,73.3,
Cessa, Luis,570666,2021,29,93.8,82.7,87.8,,
Boyd, Matthew,571510,2021,30,92,80.4,79.9,73.4,
Brothers, Rex,571521,2021,34,94.5,86.2,,,
Corbin, Patrick,571578,2021,32,92.3,80.7,81.5,64.7,
Farmer, Buck,571656,2021,30,94,82.5,87.7,,
Floro, Dylan,571670,2021,31,93.8,87.2,86.4,,
Frankoff, Seth,571676,2021,33,91.3,87.7,84.5,78.3,
Givens, Mychal,571710,2021,31,94.7,86.1,82.3,,
Hale, David,571735,2021,34,92.8,,82.7,82.7,
Heaney, Andrew,571760,2021,30,92,,83.8,79.4,
Hutchison, Drew,571800,2021,31,92.5,85.1,85.7,,
Krol, Ian,571871,2021,30,93.7,87.3,85.1,78,
Law, Derek,571882,2021,31,93.7,86.7,86.1,75.2,
Loup, Aaron,571901,2021,34,,,79.9,75.6,
Matz, Steven,571927,2021,30,,88.9,85.1,77.6,
Mikolas, Miles,571945,2021,33,93.2,87.4,87.4,76.6,
Miller, Shelby,571946,2021,31,93.5,80.2,,,
Milner, Hoby,571948,2021,30,,,81.6,79.4,
Richards, Garrett,572070,2021,33,94.3,88.1,90.6,78.4,
Selman, Sam,572125,2021,31,90.9,79.8,,,
Smith, Burch,572143,2021,31,93.4,83.5,82.1,78.7,
Tepera, Ryan,572193,2021,34,93.3,86.5,86.5,80.7,
Greene, Shane,572888,2021,33,93.3,81.1,86,,
Johnson, Pierce,572955,2021,30,95.5,,,84.3,
Keuchel, Dallas,572971,2021,33,89,77.8,79.6,,
Mantiply, Joe,573009,2021,30,91.4,,83.4,80.8,
Rogers, Taylor,573124,2021,31,,84,,,
Stroman, Marcus,573186,2021,30,92.4,85,,77.4,
Thielbar, Caleb,573204,2021,34,91.3,80.2,82.4,71.8,
Minaya, Juan,573668,2021,31,95.2,85.4,88.9,,
Kikuchi, Yusei,579328,2021,30,95.1,82.5,86.2,,
Adam, Jason,592094,2021,30,93.8,82.4,87.3,78.3,
Bedrosian, Cam,592135,2021,30,92.9,81.2,,,
Biddle, Jesse,592145,2021,30,93,82.9,,78,
Brice, Austin,592169,2021,29,92.6,,88.5,81.8,
Claudio, Alex,592222,2021,29,85.4,75.6,72.7,,
Crichton, Stefan,592233,2021,29,89.9,,87,77.7,
De Leon, Jose,592254,2021,29,,79,84.3,,
Emanuel, Kent,592288,2021,29,,77.7,84.1,,
Foltynewicz, Mike,592314,2021,30,93.8,83.2,85.3,76.7,
Gausman, Kevin,592332,2021,30,94.6,81.9,83.8,,
Gonzalez, Chi Chi,592346,2021,29,91.9,85.7,84.3,81.2,
Gray, Jon,592351,2021,30,94.9,86.7,87.6,76,
Hembree, Heath,592390,2021,32,95.3,86.5,,83,
Jackson, Luke,592426,2021,30,95.8,87.5,,83.9,
Kolarek, Adam,592473,2021,32,88.7,75.9,82,,
Osich, Josh,592612,2021,33,93.8,74.8,81.6,,
Plutko, Adam,592644,2021,30,91.6,83.1,,77,
Ray, Robbie,592662,2021,30,94.8,88.6,88.2,82.5,
Sampson, Adrian,592716,2021,30,91.9,83.4,85.4,,
Sanchez, Aaron,592717,2021,29,90,,83.3,74.2,
Shreve, Chasen,592741,2021,31,91.6,81.4,,,
Smith, Caleb,592761,2021,30,91.4,84.8,82.1,77.9,
Smyly, Drew,592767,2021,32,92.1,,,78.9,
Stanek, Ryne,592773,2021,30,97.6,87.1,,,
Taillon, Jameson,592791,2021,30,93.9,86.9,88,80.7,
Velasquez, Vince,592826,2021,29,93.2,85,89,82,
Wade, Konner,592831,2021,30,,,82.5,78.4,
Walker, Taijuan,592836,2021,29,94.5,86.2,,76.4,
Wick, Rowan,592858,2021,29,94.5,83.9,,76.5,
Williams, Taylor,592865,2021,30,93.7,83.9,,,
Williams, Trevor,592866,2021,29,91.5,83,84.3,77.7,
Feliz, Michael,593140,2021,28,93.8,80.9,86.1,,
Rodriguez, Richard,593144,2021,31,93.1,81.3,,,
German, Domingo,593334,2021,29,93.4,,86.5,81.1,
Martinez, Carlos,593372,2021,30,93.4,82.5,84.8,78.3,
Montas, Frankie,593423,2021,28,96.4,88.9,,,
Neris, Hector,593576,2021,32,94.1,87.7,,,
Tapia, Domingo,593619,2021,30,97.7,87.7,89.2,,
Suero, Wander,593833,2021,30,91.1,,87,78.8,
Rodriguez, Eduardo,593958,2021,28,92.6,82.1,85.4,,
Peralta, Wandy,593974,2021,30,95.6,88.1,87.8,,
Guduan, Reymin,594056,2021,29,93.8,82.9,,,
Gustave, Jandel,594311,2021,29,96.7,85.1,,,
Mayers, Mike,594577,2021,30,94.5,85.1,,76.7,
Dayton, Grant,594795,2021,34,91.5,,,77.2,
deGrom, Jacob,594798,2021,33,99.2,91.6,91.4,83.3,
Gonzales, Marco,594835,2021,29,88.1,,79.3,75.2,
Ponce de Leon, Daniel,594965,2021,29,93,,86.1,77,
Ryan, Kyle,594986,2021,30,88.7,,,81.4,
Sadler, Casey,594987,2021,31,93.4,,90.4,79.6,
Treinen, Blake,595014,2021,33,97.7,86.4,90,,
Eickhoff, Jerad,595191,2021,31,90,82.5,84,75,
Okert, Steven,595345,2021,30,92.2,80.6,,,
Sherriff, Ryan,595411,2021,31,,81,85.4,,
Winkler, Dan,595465,2021,31,94,,,82.4,
Curtiss, John,595928,2021,28,94.9,87.6,90.7,,
Ellis, Chris,595939,2021,29,93.8,86,87.4,81.2,
Junis, Jakob,596001,2021,29,90.8,82.8,84.9,77.4,
Maples, Dillon,596027,2021,29,95.1,87.5,,84.1,
Morimando, Shawn,596049,2021,29,91.1,,84,74.8,
Norris, Daniel,596057,2021,28,92.7,84.8,86.9,,
Peters, Dillon,596071,2021,29,90.8,,83.9,74.9,
Stephenson, Robert,596112,2021,28,96.5,84.3,,81.5,
Weaver, Luke,596133,2021,28,93.6,,85.4,78,
Gomber, Austin,596295,2021,28,91.6,85.2,83.1,75.7,
Barnes, Matt,598264,2021,31,95.8,,87.7,85.3,
Ramirez, Nick,598286,2021,32,89.1,84.3,79.2,78.9,
Ramirez, Noe,598287,2021,32,89.1,,84.1,76.7,
Machado, Andres,600921,2021,28,94.9,84.5,87.9,,
Pivetta, Nick,601713,2021,28,94.8,86,87.9,78.6,
Barlow, Scott,605130,2021,29,95.3,85,,79.3,
Bassitt, Chris,605135,2021,32,93.2,76.9,85.3,71.7,
Benjamin, Wes,605138,2021,28,91.3,,84.1,78.4,
Bradley, Archie,605151,2021,29,94,,85.5,78.2,
Brebbia, John,605154,2021,31,92.9,81.4,88.1,,
Bundy, Dylan,605164,2021,29,90.7,79.9,83.2,74,
