last_name, first_name,pitch_hand,active_spin_fourseam,active_spin_sinker,active_spin_cutter,active_spin_changeup,active_spin_fastball,active_spin_slider,active_spin_curve
Colomé, Alex,R,97.1,,51,,,,
Steckenrider, Drew,R,97.1,,,97.9,,,49.5
Strahm, Matt,L,97.1,99.1,,95.2,,36,35.1
Bednar, David,R,97.1,,,,,,77
Webb, Jacob,R,97,,,96.9,,,73.2
Wisler, Matt,R,96.9,,,,,25.8,
Meisinger, Ryan,R,96.9,94.2,,96.9,,19.9,
Ryan, Joe,R,96.9,,,99.7,,21.5,76.9
García, Deivi,R,96.9,,,99.2,,39.7,79.1
Guerra, Deolis,R,96.9,96.3,,92,,34.9,97.7
Akin, Keegan,L,96.9,,,95.3,,29,46.2
Nola, Aaron,R,96.9,95.7,46.5,99.3,,,86.6
Eovaldi, Nathan,R,96.9,,69.2,,,43,78
Albers, Andrew,L,96.9,97.6,,98.9,,26.5,79
McClanahan, Shane,L,96.8,,,98.7,,22.8,54.8
Ponce de Leon, Daniel,R,96.8,,59.5,97.4,,,70
Gant, John,R,96.8,96.3,27,96.5,,33.3,79.2
Overton, Connor,R,96.8,96.1,,97.6,,11.5,86
Milone, Tommy,L,96.7,,,95.4,,26.5,39.6
Duffy, Danny,L,96.7,94.3,,92.3,,40.4,92.5
Kriske, Brooks,R,96.6,,,,,25.7,
Brothers, Rex,L,96.6,,,,,13.4,
Barlow, Joe,R,96.6,,,,,44.5,59.6
Bass, Anthony,R,96.6,94.2,,,,36.7,
Jefferies, Daulton,R,96.6,98,72.8,97.7,,,44.8
Mills, Wyatt,R,96.6,89.7,,,,23.8,
López, Jorge,R,96.6,94.8,,98.3,,23.8,73
Pearson, Nate,R,96.5,,,,,34.2,
Sawamura, Hirokazu,R,96.5,,,,,24.2,
Megill, Tylor,R,96.5,,,98.2,,22.3,54.9
Nelson, Nick,R,96.5,,,99.3,,40.6,78.9
Acevedo, Domingo,R,96.4,,,97.6,,56.1,
Patton, Spencer,R,96.4,,,,,31.3,
Clippard, Tyler,R,96.3,94.8,,97.4,,45.7,67.3
Howard, Spencer,R,96.3,95.6,45.7,99.3,,48.2,99
Kopech, Michael,R,96.3,,,90.9,,42.3,67.8
Archer, Chris,R,96.2,,,92.1,,36.2,
Hendriks, Liam,R,96.2,,,,,21,64.7
Guerra, Javy,R,96.2,97.4,,,,58.9,50.4
Bettinger, Alec,R,96.2,,57.1,,,,83.9
Quantrill, Cal,R,96.1,96.4,,97.3,,34.6,30.1
Shreve, Chasen,L,96.1,,,,,41.6,
Abbott, Cory,R,95.9,,,95.3,,58.1,66.6
Kranick, Max,R,95.9,,,99.4,,55.4,54.8
López, Reynaldo,R,95.9,,,92.3,,43.1,73.2
Peralta, Wily,R,95.9,97.3,,,,16.2,
Dayton, Grant,L,95.8,,,,,,69.9
Mejía, Humberto,R,95.8,96.7,,89.5,,34.6,65.9
Lambert, Jimmy,R,95.8,,,99.2,,39.4,93
Farmer, Buck,R,95.8,,,89.8,,13,
Lambert, Peter,R,95.7,,,99.5,,,96.8
Santillan, Tony,R,95.7,,,96.8,,43.2,
Jackson, Luke,R,95.7,,,,,41.9,71.8
Allard, Kolby,L,95.7,,46.8,99,,,74.6
Chafin, Andrew,L,95.7,94.4,,,,27.4,
Foltynewicz, Mike,R,95.7,95,,98.1,,24.9,40.9
Peralta, Wandy,L,95.6,95.6,,88.1,,28.6,
Alcala, Jorge,R,95.6,93.5,,97.1,,29.9,
Feliz, Michael,R,95.6,,,98,,40.7,
Baldonado, Alberto,L,95.5,,,98.7,,40.9,
Gray, Jon,R,95.5,,,97.9,,31.1,80.2
Cole, A.J.,R,95.5,,69.7,,,26.4,43.3
Crochet, Garrett,L,95.4,,,99,,33.4,
Kremer, Dean,R,95.4,,51.8,93.1,,,90.5
Newsome, Ljay,R,95.4,,,79.5,,,37.9
Solomon, Peter,R,95.4,,36.3,88.1,,33.1,92.1
Weaver, Luke,R,95.4,,54.5,85.8,,,51.8
Workman, Brandon,R,95.3,,45.4,,,,83.9
Knight, Dusten,R,95.3,,,78.3,,,80.2
Fiers, Mike,R,95.3,93.1,,87,,57.4,88.6
Dunn, Justin,R,95.3,,,87.9,,39.6,56.1
Machado, Andres,R,95.3,92.2,,92.4,,37.3,
Sampson, Adrian,R,95.3,98.7,14.5,99.2,,34,
Kikuchi, Yusei,L,95.3,,56.8,87.3,,31.6,
Cody, Kyle,R,95.2,94.7,,99.1,,51,
Roark, Tanner,R,95.2,94.1,,99.5,,64.5,85.5
Falter, Bailey,L,95.2,94.8,,95.2,,57.9,54
Baumann, Mike,R,95.2,,,,,46.2,87.7
Karinchak, James,R,95.1,,,,,,53.4
Devenski, Chris,R,95.1,,,86.7,,49.8,
Anderson, Nick,R,95.1,,,,,,14.5
Detwiler, Ross,L,95.1,94.4,23.3,94.7,,,68.8
Krehbiel, Joey,R,95,,40.2,94.9,,,
Peterson, David,L,95,95.6,,98.8,,25.1,
Snead, Kirby,L,95,96.8,,97.5,,42.8,
Arihara, Kohei,R,94.9,93.7,58.6,89.4,,29.3,81.9
LeBlanc, Wade,L,94.8,94.2,64.2,99,,,64.6
DeSclafani, Anthony,R,94.8,93.4,,97.2,,35.4,70.8
Oviedo, Luis,R,94.8,,,91.2,,42,95.7
Staumont, Josh,R,94.7,88.8,,,,,84.6
Ellis, Chris,R,94.6,,,94.2,,25.6,54.9
Tepera, Ryan,R,94.6,97.6,,91.4,,35.3,
Tate, Dillon,R,94.6,92.2,,99.1,,26.2,
Plutko, Adam,R,94.6,,61.8,,,38.6,70.3
Bradley, Archie,R,94.6,95.2,,98.5,,,78.4
Núñez, Darien,L,94.6,,,97.7,,,
Miller, Shelby,R,94.5,,51.9,,,62.2,
Skubal, Tarik,L,94.5,94.2,,97.8,,27.3,82.7
Oswalt, Corey,R,94.5,,,81.9,,40,
deGrom, Jacob,R,94.4,,,89.9,,34.3,
Stock, Robert,R,94.4,,26.7,93.7,,42.1,
Foley, Jason,R,94.4,92.6,,,,30.6,
Kelly, Joe,R,94.4,93,,98.3,,,62.2
Alvarado, José,L,94.3,93.1,32.5,,,,58.8
Gilbert, Logan,R,94.2,,,97.7,,36.4,72.2
Wells, Tyler,R,94.2,95.5,,96.3,,49.4,54.8
Anderson, Chase,R,94.2,93.6,47.5,99.6,,,91.9
Javier, Cristian,R,94.1,,,97.1,,39.7,81.1
Sanchez, Aaron,R,94,92.4,,97.9,,,80.8
Merryweather, Julian,R,94,,,95.6,,16.7,88.9
Anderson, Drew,R,94,,,93.9,,28.3,78.9
Alexy, A.J.,R,93.9,,,92.1,,46.3,92.1
Feyereisen, J.P.,R,93.9,,,89.9,,28.1,
Brice, Austin,R,93.9,95.7,,,,,39.2
Cortes, Nestor,L,93.8,92.1,40.4,98.5,,45.4,
Hendricks, Kyle,R,93.8,86.7,,87.3,,,81.1
Álvarez, José,L,93.8,93.9,51,89.2,,33.6,
Lange, Alex,R,93.8,,,96.9,,59.6,
Gonsolin, Tony,R,93.7,,,,,27.2,69.1
Stripling, Ross,R,93.7,,,91.3,,41,75.7
Rainey, Tanner,R,93.7,,,,,21.4,
Coonrod, Sam,R,93.7,91.4,,93.9,,34.6,
Smith, Joe,R,93.7,95.8,,97.4,,56.7,
Smith, Will,L,93.6,,,,,22.8,57.7
Espino, Paolo,R,93.6,,,92.2,,60.8,98.4
Klobosits, Gabe,R,93.6,,,,,21.9,
Cabrera, Edward,R,93.6,,,97.4,,23.4,57.2
Cueto, Johnny,R,93.5,93.3,,79.8,,33,20.5
Snell, Blake,L,93.5,,,97.5,,26.7,79.8
Hess, David,R,93.5,,,99.1,,41.3,
Bauer, Trevor,R,93.5,91.7,26.5,91.5,,60.2,93.9
Mayers, Mike,R,93.5,,64,,,19.5,
Lugo, Seth,R,93.5,92,,95.1,,40.3,84.6
Rodriguez, Chris,R,93.4,92.7,,97.4,,32.6,75.9
Ruiz, José,R,93.3,,,88.8,,49.4,48.5
Hill, Rich,L,93.3,88.1,47.1,95.5,,33.7,94.8
Krol, Ian,L,93.2,94.2,,96.1,,34.2,79.9
Shoemaker, Matt,R,93.2,92.1,,,,17.8,43.6
Hernández, Carlos,R,93.2,93.9,,93.4,,26.3,65.9
Brault, Steven,L,93.1,92.5,,92.2,,31.3,66.8
Wieck, Brad,L,93.1,,,,,,95.6
Tapia, Domingo,R,93.1,92.6,,97.9,,35.1,
Misiewicz, Anthony,L,93,,36.4,,,,61.7
Davis, Austin,L,93,,,98.3,,34.4,
Ray, Robbie,L,93,,,96.7,,41.9,13.4
May, Dustin,R,92.9,90.6,30.2,,,,58.5
Bedrosian, Cam,R,92.9,,,,,53.5,
López, Yoan,R,92.9,,,,,41.8,
Hembree, Heath,R,92.9,,,,,31.9,
Watson, Tony,L,92.9,95,,99.2,,16.9,
Ponce, Cody,R,92.9,,49.9,99.5,,28.1,79.4
Margevicius, Nick,L,92.9,,,,,64.2,76.2
Brubaker, JT,R,92.8,90,,89.8,,19.3,59.4
Rodriguez, Nivaldo,R,92.8,98.3,,92.7,,42.4,42.5
Kimbrel, Craig,R,92.8,,,,,,62.4
Allen, Logan,L,92.7,93.9,,97.3,,39.7,74.3
Keller, Kyle,R,92.7,,,,,,57.5
Rucker, Michael,R,92.6,,30,94.3,,29.6,73.9
Jackson, Jay,R,92.6,,,,,29.1,
Abad, Fernando,L,92.5,91.3,21.8,99.6,,,66.7
Houser, Adrian,R,92.5,89.8,,87.8,,34.8,94.6
Lorenzen, Michael,R,92.5,92.5,39.5,98.4,,31.4,81.4
Abreu, Bryan,R,92.5,,,,,32.5,68.1
Zuber, Tyler,R,92.4,,,92.3,,44,72.1
Chavez, Jesse,R,92.4,93.2,64,97.1,,37.5,
Rodríguez, Joely,L,92.3,91,,96.5,,31.8,
Mize, Casey,R,92.3,93.1,,,,28.6,81.3
Romano, Jordan,R,92.2,96.3,,,,23.6,
Ginkel, Kevin,R,92.2,,,,,29.7,
Clarke, Taylor,R,92.1,,,93,,28.7,72.8
Lyles, Jordan,R,92.1,84.5,28.7,98.4,,37.7,80
Warren, Austin,R,92.1,95.1,,,,23.3,
Alzolay, Adbert,R,92.1,93.1,50,93.2,,37.8,36.7
Okert, Steven,L,92,91.2,,,,41.3,
Berríos, José,R,92,96.2,,95.4,,,52.5
Flexen, Chris,R,92,,53.9,98.5,,,72
Sale, Chris,L,92,93.9,,99.3,,61.8,
Webb, Tyler,L,92,91.1,,98.7,,,61.7
Wittgren, Nick,R,92,,36.6,81,,31.2,
Baz, Shane,R,91.9,,,97.3,,13.1,73.6
Price, David,L,91.9,92.7,57.6,99.1,,,59.9
Morton, Charlie,R,91.9,94.3,23.1,99.3,,,79
Sanmartin, Reiver,L,91.8,89.3,,86.1,,24,
Swarzak, Anthony,R,91.8,,,,,27.6,
Curtiss, John,R,91.8,,,,,22.6,
Herget, Jimmy,R,91.8,90.3,,,,22.3,58.4
Underwood Jr., Duane,R,91.7,85.3,47.4,92.3,,,72.5
Gutierrez, Vladimir,R,91.7,,,97.4,,31.1,72.5
Naughton, Packy,L,91.7,92.3,,92.1,,29.4,
Cahill, Trevor,R,91.5,87.5,27.8,87.7,,,67.2
Strasburg, Stephen,R,91.5,88.5,,84.6,,,74.5
Santana, Dennis,R,91.5,91.2,,90,,26.8,
Gilbert, Tyler,L,91.5,92.3,51.5,,,,75.5
Martin, Chris,R,91.4,86.9,45.5,84.9,,64.7,
Garrett, Amir,L,91.4,,,,,19.3,
Camarena, Daniel,L,91.4,95.1,,99.5,,18.9,70.1
Gsellman, Robert,R,91.4,92.7,,99.4,,46,
Brach, Brad,R,91.4,92.8,,79.1,,34,
Brasier, Ryan,R,91.3,,,,,34.6,71.9
Hernandez, Elieser,R,91.3,91.5,,91.7,,47.4,
Lynch, Daniel,L,91.2,90.2,,99.5,,12.5,44.4
Manning, Matt,R,91.2,91.5,,96,,42,79.2
Smith, Burch,R,91.1,,,97,,34.4,85.9
Kela, Keone,R,91.1,,,,,,48
Garrett, Braxton,L,91.1,81.4,,95.1,,37.1,78.3
Bubic, Kris,L,91.1,,,96.5,,,82.7
Reid-Foley, Sean,R,91.1,,,72.9,,35.3,
Effross, Scott,R,91.1,93.3,,90.6,,28.7,
Minaya, Juan,R,91,,,84.4,,19.9,
Iglesias, Raisel,R,91,90.9,,88.4,,30.7,
Morgan, Adam,L,90.9,88.9,,94.1,,27.5,50.9
Díaz, Yennsy,R,90.9,,,97.5,,21.5,
Funkhouser, Kyle,R,90.8,85.5,,92.7,,26.8,
Castillo, Diego,R,90.7,89,,,,15.4,
Scherzer, Max,R,90.7,,49.4,98.4,,25.4,67.3
Alcantara, Sandy,R,90.6,90.6,,87.9,,18.4,37.7
Happ, J.A.,L,90.6,82.7,,96.1,,25.7,42.4
Thielbar, Caleb,L,90.6,,,,,37.9,94.7
Gibaut, Ian,R,90.5,,,92.9,,28.3,
Phelps, David,R,90.5,91.9,61,,,,48.9
Kaprielian, James,R,90.5,89.5,,57.8,,25.9,59.4
Boxberger, Brad,R,90.5,,,90,,48.3,
Claudio, Alex,L,90.4,90.1,,97.1,,32.9,
Smith, Drew,R,90.4,,36.2,99.3,,,74.3
Yamamoto, Jordan,R,90.4,65.3,33.8,69.8,,54.8,
Montas, Frankie,R,90.3,89.2,,,,34.3,
Rasmussen, Drew,R,90.3,,,95.9,,27.1,69.5
Suarez, José,L,90.3,88.3,,81.6,,,51
Trivino, Lou,R,90.3,90.1,62.7,99.2,,,81.6
Alexander, Tyler,L,90.3,93,45.9,94,,28.4,
Wick, Rowan,R,90.2,,70.1,,,41.9,94.3
Sims, Lucas,R,90.2,,,,,35.5,54.6
Law, Derek,R,90.2,82.8,,98.6,,33.1,68.1
Ashby, Aaron,L,90.2,89.3,,82.2,,38,82.7
Sceroler, Mac,R,90.1,,,,,33.5,85.4
Knebel, Corey,R,90.1,,,,,,90.8
Jiménez, Joe,R,90.1,,,87.2,,25.8,
Murphy, Patrick,R,90,89.2,,,,,81.8
Cease, Dylan,R,90,,,86.6,,38.6,90.2
Burr, Ryan,R,90,,30.2,,,75.1,
Lamet, Dinelson,R,90,90.8,,88.7,,19.3,
Davidson, Tucker,L,90,,,,,32.9,71
Hearn, Taylor,L,90,87.9,,84.4,,36.4,
Ureña, José,R,90,86.2,,95.4,,28.2,
Green, Chad,R,90,,,,,,42.6
Parker, Blake,R,90,,68.8,,,,67.5
Duplantier, Jon,R,90,91.9,,99.3,,41,69.5
Floro, Dylan,R,89.9,92.1,,94.3,,39.5,
Phillips, Evan,R,89.9,,,64.1,,49.7,
Petit, Yusmeiro,R,89.7,,80.4,94,,,51.5
Moran, Jovani,L,89.7,,,84.1,,,
Reyes, Alex,R,89.7,88.1,,97.1,,33.1,96.4
Cessa, Luis,R,89.6,87.1,,80.3,,28.7,
Middleton, Keynan,R,89.6,,,77.6,,21.1,
Tomlin, Josh,R,89.6,,52.9,97.7,,,46.6
Cisnero, José,R,89.6,92.6,,96.5,,30.4,
McGowin, Kyle,R,89.5,89.2,,,,44.7,
Boyd, Matthew,L,89.5,88.9,,87.4,,31.5,93.6
Rodriguez, Jefry,R,89.4,87.8,,92,,,37.1
Quintana, José,L,89.4,90.6,,94.2,,,59.5
Martin, Corbin,R,89.4,,,71.3,,36.3,53.6
May, Trevor,R,89.3,,,95,,38.3,
Watkins, Spenser,R,89.3,,53.1,90.3,,,54.7
Graterol, Brusdar,R,89.1,86.5,46.1,,,33.2,
Kinley, Tyler,R,89.1,,,98.8,,33,
Reed, Cody,L,89.1,91.4,,,,29.9,
García, Edgar,R,89.1,85.8,,83.3,,33,
De Jong, Chase,R,89,,,98.4,,24.3,76.5
Soto, Gregory,L,88.9,90.8,,,,32.9,
Hatch, Thomas,R,88.9,91,31.6,54.3,,,
Martin, Brett,L,88.9,86.5,,,,40,42.5
Frankoff, Seth,R,88.8,,,99.3,,42,88.9
Sheffield, Jordan,R,88.8,,,99.5,,28.8,
